key,value
h00,1.0200000311855344
h01,0.03000003042416956
h02,11.999999675350269
h10,-0.0199999954186338
h11,0.9800000353167847
h12,6.999999957309107
h20,0.0001999999902261994
h21,-9.999908203848576e-05
h22,1.0
valid_points,7.0
mean_reprojection_error_px,1.9076140537997077e-06
rms_reprojection_error_px,2.434252948029479e-06
max_reprojection_error_px,4.0869677980758834e-06
