key,value
h00,1.0199999999999965
h01,0.029999999999997605
h02,12.000000000000183
h10,-0.02000000000000118
h11,0.97999999999999798
h12,7.0000000000000417
h20,0.00019999999999997041
h21,-0.00010000000000001375
h22,1
valid_points,7
mean_reprojection_error_px,9.2008709311720485e-14
rms_reprojection_error_px,1.1024764595589008e-13
max_reprojection_error_px,1.8766644642447961e-13
threshold_px,0.10000000000000001
passed,1
