num_images,calibration_count,mean_fp32_psnr,mean_int8_psnr,mean_psnr_drop,max_psnr_drop,worst_sample,mean_fp32_latency_ms,mean_int8_latency_ms,p50_fp32_latency_ms,p50_int8_latency_ms
20,10,32.98386696615228,32.892822976869496,0.09104398928277746,0.3367619741013925,pair_00005,96.72369700856507,91.83059449773282,93.90870004426688,87.05540001392365
