input,width,height,channels,runs,cuda_compile,cuda_arch,cpu_preprocess_mean_ms,memory_type,synchronization,h2d_pageable_ms,cuda_kernel_mean_ms,d2h_pageable_ms,gpu_stage_e2e_ms,max_abs_error,mean_abs_error
C:\Users\10439\Desktop\route\stage4_deploy_isp\outputs\week2_cpp_io\ppm_inputs\pair_00001.ppm,512,512,3,200,NVRTC,compute_89,2.4979590001748875,pageable,"cuCtxSynchronize after H2D, warmup, timed launches, and D2H",1.0821999749168754,0.009081499883905053,2.7070000069215894,3.79828148172237,5.960464477539063e-08,8.220271574543858e-09
