calibration_images,evaluation_images,split_overlap,calibration_method,quant_format,activation_type,weight_type,per_channel,fp32_model_bytes,int8_model_bytes,mean_fp32_psnr,mean_int8_psnr,mean_psnr_drop,max_psnr_drop,worst_sample,mean_ssim_drop,max_abs_error,mean_fp32_latency_ms,p50_fp32_latency_ms,p90_fp32_latency_ms,mean_int8_latency_ms,p50_int8_latency_ms,p90_int8_latency_ms,warmup_per_image,runs_per_image
10,10,0,MinMax,QDQ,QUInt8,QInt8,True,132767,46462,32.98396298752771,32.90063472391939,0.08332826360832506,0.24030346795755264,pair_00016,4.925037618273009e-05,0.043432772159576416,160.07457299507223,149.93374998448417,254.4649000396021,128.65053900051862,121.24979996588081,218.1901299976745,3,10
