backend,device,shape,precision,samples,warmup_runs,timed_runs,preprocess_mean_ms,h2d_mean_ms,inference_mean_ms,inference_p50_ms,inference_p90_ms,final_d2h_mean_ms,e2e_mean_ms,e2e_p50_ms,e2e_p90_ms,peak_ram_mib_sampled,peak_vram_mib_sampled,h2d_count,intermediate_d2h_count,final_d2h_count,device_tensor_bound,device_preprocess_bound,host_memory_kind,max_abs_error_vs_ort_cpu,mean_abs_error_vs_ort_cpu,mean_quality_psnr,mean_cpu_quality_psnr,status,boundary
ORT CUDA IOBinding,RTX 4060 Ti,1x3x512x512,FP32,10,5,20,2.395560003060382,2.2717700005159713,3.3813300004112534,3.296099981525913,3.753929989761673,2.4530600028811023,10.553914999763947,10.47709998965729,11.0468199767638,614.609375,,1,0,1,true,false,pageable_numpy,2.682209014892578e-07,2.148888966028532e-08,32.98396312801765,32.98396312801765,verified_partial,ORT input/output are device OrtValues; preprocess remains CPU NumPy + one H2D; no custom CUDA preprocess pointer binding or Nsight validation.
